MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	ConversationContext	Cat
text every one on 1:30 pm meeting that who else should involved in this Compliant AI in M365 - Rajesh Review - 01-24-2020 review.	COMMUNICATION	send_text_meeting	text every one on <time>1:30 pm</time> meeting that <message>who else should involved in this Compliant AI in M365 - Rajesh Review - 01-24-2020 review</message>	{'UserFileNames': ['AI 365 30 January 2020', 'D365OKRs', 'Windows On Call Rotation Current Year', '01-30-2020 Knowledge Bot - Full', 'Highlights extraction from meeting transcript - Jan 2020', '2019-11 MSAI IL Research - Task Modeling Overview with Nitin', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'SubstrateSearchService', 'IC3 Playbook', 'Web relevance shiproom', 'QF Weekly Flight Review - Current', 'Overview_AzureCompliance_Tracker_Current', 'Core Relevance Ship Room[Current]', '6-Feb-2019-FY19 MW CEE_MW Community Call', 'Weekly Whole Page and Answers Ship Meeting', 'DRI', 'pdp-core dev stuff', 'Rajesh_Jan2020_MPR_DemoScript_finaldraft', 'Cortana_Assistance_RajeshMPR_Jan2020_Deck', 'CIM Open PO Status - CD-5'], 'UserFileNameKeyPhrases': ['test cases', 'ios', 'commute', 'test cases report', 'testcasesreport', 'set up cortana', 'cases report', 'set cortana', 'os', 'cases', 'core skills extras', 'extras and skills', 'cases report week', 'skills and extras', 'test report week', 'ios commute pass', 'test cases week', 'core and extras', 'os commute pass', 'cortana teams']}	NegativeCrossDomainMatch
text every one on 1:30 pm meeting that We need to sync up on People Also Ask.	COMMUNICATION	send_text_meeting	text every one on <time>1:30 pm</time> meeting that <message>We need to sync up on People Also Ask</message>	{'UserFileNames': ['Cortana in Teams FAQ', 'DRI', 'iOS Commute Pass - Weekly', 'iOS Core Skills + Extras', 'Android Core skills+Extras', 'ICE Services Weekly Review', 'MSAI - CSI Work List', 'Quarterly Quality Review Q1CY20', 'DRI NoteBook', 'FY20 Q3 Email Triage', 'Voice Skills BVT - basic test cases', 'Embedded Intelligence Checkpoint (Jan 2020)', 'People Also Ask', 'Cortana in Teams - Contact Resolution in Communication Skills', 'Vendor Allocation', 'Dev Monthly Plan', 'M365 Search - 3S Instrumentation - Client Contracts', 'APIs', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', '12-05-2019 Assistant Settings - Full'], 'UserFileNameKeyPhrases': ['shiproom', 'fy20', 'voice skills', 'cortana in teams', 'cortana teams', 'msai', 'voice', 'working session', 'om focused shiproom', 'focused shiproom', 'om shiproom', 'om focused', 'okrs', 'review jan', 'q3', 'bot', 'skills test', 'focused', 'fy20 assistant platform', 'assistant platform okr']}	NegativeCrossDomainMatch
text every one on 1:12 pm meeting that who else should involved in this Incubation Program review.	COMMUNICATION	send_text_meeting	text every one on <time>1:12 pm</time> meeting that <message>who else should involved in this Incubation Program review</message>	{'UserFileNames': ['Microsoft Search Feature Review Schedule & Agenda', 'Model-D-Azure-overview-CB', 'iOS Core Skills + Extras', 'MSAI_LU_Measurement_Story_02032020', 'Teams Insight', 'Cortana S+A Contract', 'Engineering', 'Knowledge Base (iOS)', 'Meeting Notes', 'Assistant Roadmap Sync', 'Dev Newbie', 'DataMetricsJanuarySummary', 'Cortana on Windows - Scorecard draft', 'MSAI Universal Search and Recommendations', 'Sprint Status', '[PM Spec] Metrics (Client) in PME Scorecard for Experiment', 'Completion Rate Analysis', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', '1-Pager for UCS integration of OMC client data', 'Incubation Program'], 'UserFileNameKeyPhrases': ['msai', 'הצטרפות מייקרוסופט ישראל', 'מייקרוסופט ישראל הצהרת', 'הצטרפות מייקרוסופט ללא', 'מייקרוסופט ללא הצהרת', 'מייקרוסופט ישראל ללא', 'ט הצטרפות מייקרוסופט', 'directors update 11', 'allocation and asks', 'allocation new asks', 'ט מייקרוסופט ישראל', 'הצטרפות מייקרוסופט', 'ישראל הצהרת בריאות', 'הצטרפות ישראל ללא', 'מייקרוסופט ישראל', 'מייקרוסופט הצהרת', 'ישראל ללא בריאות', 'ללא הצהרת בריאות', 'ישראל ללא הצהרת', 'ט הצטרפות ישראל']}	NegativeCrossDomainMatch
message my next meeting who else should involved in this Assistant Roadmap Sync review.	COMMUNICATION	send_text_meeting	message my <order_ref>next</order_ref> meeting <message>who else should involved in this Assistant Roadmap Sync review</message>	{'UserFileNames': ['Welcome', 'Running Experiments - Advanced', 'Calling on Outlook Mobile Commute', 'Cortana on Windows Vibranium International Plan', 'Weekly Whole Page and Answers Ship Meeting', 'Spring2020-MLADS-Reviewers', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'Kingston-WorkingDeck', 'General', 'OMC Perf doc', 'Action Item UXR', 'Cortana in Teams R2 Weekly Shiproom', 'COGS and Latency', 'GRC Review Office Hours Sign-Up Sheet', 'Cortana transition announcement - DRAFT', 'TeamsTeamDefectRate', 'S+A OM focused Shiproom 01212020', 'Assistant Roadmap Sync', 'Cortana UWP app - skill readiness', 'Cortana on Windows December Update'], 'UserFileNameKeyPhrases': ['shiproom', 'fy20', 'voice skills', 'cortana in teams', 'cortana teams', 'msai', 'voice', 'working session', 'om focused shiproom', 'focused shiproom', 'om shiproom', 'om focused', 'okrs', 'review jan', 'q3', 'bot', 'skills test', 'focused', 'fy20 assistant platform', 'assistant platform okr']}	NegativeCrossDomainMatch
message my upcoming meeting who else should involved in this Substrate Perf Shiproom - 2020-2-5 review.	COMMUNICATION	send_text_meeting	message my <order_ref>upcoming</order_ref> meeting <message>who else should involved in this Substrate Perf Shiproom - 2020-2-5 review</message>	{'UserFileNames': ['Substrate and MSAI Working Session 02-04-2020', 'Smart Reply Android R1 Release', 'Cortana UWP app - skill readiness', 'Outlook Mobile Metrics Deep Dive Mar 2020', 'Substrate Perf Shiproom - 2020-2-5', 'Outlook Commute Working Session 2020_02_06', 'AI+R Scorecard', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'Universal Search + Assistant - FY20 Q3 Backlog', 'Private build', 'MSAI STCA FY20 Kickoff', 'Metrics', '20200205_24h(1600)', 'Tasks Skill = Answer', '20200205_24h(1200)', 'Team Mobile Search - 3S dependency list', 'MSAI Cognition H2 OKRs', 'FY20 Q3 Email Triage', 'privacy level', 'FY21 Substrate Budget Planning'], 'UserFileNameKeyPhrases': ['shiproom', 'fy20', 'substrate', 'skill', 'omc', 'substrate perf shiproom', 'search instrumentation', 'substrate shiproom', 'calendar answer', 'calendar skill', 'substrate perf', 'perf shiproom', 'teams mobile', 'teams search', 'perf', 'q3', 'ai', 'instrumentation', 'mobile search instrumentation', 'calendarworkingdocument 0113']}	NegativeCrossDomainMatch
message my next meeting where is the file GroupsvNextShipRoom_20200130.	COMMUNICATION	send_text_meeting	message my <order_ref>next</order_ref> meeting <message>where is the file GroupsvNextShipRoom_20200130</message>	{'UserFileNames': ['Meeting Notes', 'Running Experiments', 'Cortana in Teams FAQ', 'Welcome', 'SERP Grid and Layout', 'Analyzing Experiments - Advanced', 'Local Experience', 'Substrate Partner Discussion with Teams_01_13_2020', 'GroupsvNextShipRoom_20200130', 'Release Notes', 'Tutorials', 'GOVERNNMENT ONLY - BRK30015 - Ignite Tour - Exchange Hybrid - The What, The Why and the How - final', '2019-12-13 Substrate Intelligence-MSAI Manganese Review', 'FY21 Substrate Budget Planning', 'Teams Search-Shiproom_01_23_2020', 'Desktop Outlook Metrics Summary', '1756857 - Query suggestions', 'Cortana in Teams R2 Weekly Shiproom', 'OM-feature-matrix', 'MSAI Universal Search and Recommendations'], 'UserFileNameKeyPhrases': ['fy19', 'untitled form', 'substrate', 'untitled', 'deprecation', 'fy19 mw', 'msai', 'cim', 'rajesh', 'fy20', 'ai', 'relevance', 'mpr', 'cortana on windows', 'device experience', 'surface audio app', 'okrs reflection', 'rajesh jan 2020', 'cim open status', 'cortana windows']}	NegativeCrossDomainMatch
send message to my file cabinet that together meeting that Is the proposal GRC Review Office Hours Sign-Up Sheet ready.	COMMUNICATION	send_text_meeting	send message to <meeting_title>my file cabinet that together</meeting_title> meeting that <message>Is the proposal GRC Review Office Hours Sign-Up Sheet ready</message>	{'UserFileNames': ['Build Substrate Intelligence with Scale', 'AI+R Scorecard', 'Meeting Notes', 'Analyzing Experiments - Advanced', 'MVPSummit_MicrosoftTeamsArchitectureSession_March2019', 'MicrosoftSearch-UniversalAPI', 'Search and Assistant in Outlook Mobile - Quarterly Plan Checkpoint - October 30th', 'Running Experiments', 'GRC Review Office Hours Sign-Up Sheet', 'Planning', 'Partners Notebook', 'Coronavirus Outbreak - ERT List (during CNY)', '2020 Chinese New Year vacation plan', 'OneBranch', '后端接口分配', 'Local Search 101', 'QF for Work', 'BYS标注平台', 'Adult New (6)', 'GeoAnalytics_DeepDive'], 'UserFileNameKeyPhrases': ['msai', 'fy20', 'perf', 'shiproom', 'okrs', 'azure arm management', 'azure management', 'arm management', 'cortana teams', 'voice skills', 'azure arm', 'fy20 q3', 'cortana in teams', 'working session', 'q3', 'voice', 'substrate', 'arm', 'substrate perf shiproom', 'substrate shiproom']}	NegativeCrossDomainMatch
send message to my file cabinet that together meeting that do you know about Data Handling Standards.	COMMUNICATION	send_text_meeting	send message to <meeting_title>my file cabinet that together</meeting_title> meeting that <message>do you know about Data Handling Standards</message>	{'UserFileNames': ['Smart Reply Android R1 Release', 'Sustained Engineering Newsletter 2-3', 'Completion Rate Analysis', 'Cortana in Teams R2 Weekly Shiproom', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'Data Handling Standards', 'Action Item UXR', 'Cortana Israel - Requests and Scheduling Intent- Shiproom', 'Teams Suggested Tips', 'Suggested replies with file - Jan 2020 Update', 'יום צילום 2', 'Conversation count by Cortana Response - make a call - contact', 'Private build', 'Conversation count by Cortana Response', 'Globalization-Jan 2020 Update', 'Microsoft Teams Customer Pitch Deck', 'WordMail and SwiftKey', 'Teams Smart Reply - Metrics', '202001_WorkingSession_RoleOfAIInEffectiveMeetings', 'Tasks Skill = Answer'], 'UserFileNameKeyPhrases': ['azure arm management', 'azure management', 'arm management', 'azure arm', 'arm', 'azure management ports', 'arm management ports', 'management ports', 'azure arm ports', 'azure ports', 'arm ports', 'ports', '0f2b 4f86 c77cb364b254', '0f2b 818c c77cb364b254', '4f86 818c c77cb364b254', 'c77cb364b254 2020', '818c c77cb364b254', '0f2b c77cb364b254', '4f86 c77cb364b254', '818c 77cb 364b']}	NegativeCrossDomainMatch
send message to my file cabinet that together meeting that Is the proposal Embedded Intelligence Checkpoint (Jan 2020) ready.	COMMUNICATION	send_text_meeting	send message to <meeting_title>my file cabinet that together</meeting_title> meeting that <message>Is the proposal Embedded Intelligence Checkpoint (Jan 2020) ready</message>	{'UserFileNames': ['AI 365 30 January 2020', 'Embedded Intelligence Checkpoint (Jan 2020)', 'The day after - R2 Prep', 'Highlights extraction from meeting transcript - Jan 2020', 'Weekly status owner shifts', 'SR metrics', 'Voice Skills BVT Manual Test Cases (Core)', 'Spring2020-MLADS-Reviewers', 'Team 1st', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'Communication and Collaboration - Post Wave 1', 'TVS - R1 Prod recap - Jan 2020', 'Transition to MSE 2.0 - Israel', '01-30-2020 Knowledge Bot - Full', 'VA Adoption', 'cortana_teams_ux_vision_vnext', 'Highlights extraction from meeting transcript - Jan 20', 'Jan- Teams', 'Smart Suggestions in Teams - Jan 2020', 'LaRedouteVentes'], 'UserFileNameKeyPhrases': ['shiproom', 'voice skills', 'cortana teams', 'okrs', 'msai', 'substrate', 'voice', 'fy20', 'cortana in teams', 'smart in teams', 'smart teams', 'smart reply', 'shiproom 1', 'fy20 okrs', 'weekly', 'skills test', 'israel', 'extraction meeting transcript', 'highlights extraction meeting', 'extraction from transcript']}	NegativeCrossDomainMatch
message everyone on the previous meeting that i won't attend tuesday meeting.	COMMUNICATION	send_text_meeting	message everyone on the <order_ref>previous</order_ref> meeting that <message>do you know about Relevance</message>	{'UserFileNames': ['Running Experiments', 'Specs+Designs', 'Greenland Monthly Schedule Update - Jan 2020', 'Manganese-Search', 'MSAI - CSI Work List', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'Controllers and Processors Analysis Guide - FINAL', 'Calendar Quarterly OKR & Check Point FY20Q2', '01-23-2020 Media Control Skills - Full', 'Lift Pres - January 20 - Tel Aviv Edition', 'Relevance', 'D365OKRs', 'Query Alteration Response API V2', 'Quarterly Quality Review', 'Analysis and Data', 'CV Avi Epstein', '6to5', '4to3', '5to4', 'reference'], 'UserFileNameKeyPhrases': ['customer driven', 'outlook mobile', 'shiproom', 'substrate', 'driven', 'deprecation', 'jan2020', 'msai', 'okrs', 'm365', 'rajesh', 'skill', 'assistant user relationship', 'assistant relationship', 'core customer driven', 'm365 customer driven', 'working session 2020', 'alexa data handling', 'om focused shiproom', 'cortana on windows']}	NegativeCrossDomainMatch
message everyone on the previous meeting that i won't attend tuesday meeting.	COMMUNICATION	send_text_meeting	message everyone on the <order_ref>previous</order_ref> meeting that <message>where is the file CitadelProposal</message>	{'UserFileNames': ['Cortana on Windows - Scorecard draft', 'Teams Mobile Search Dev Spec - Answers', 'Meeting', 'Meeting Notes', 'TM onboard', 'Dev', 'Planning', 'Outlook Commute Working Session 2020_02_06', 'Scrum', 'Teams voice', 'AI+R Scorecard', 'Teams Suggested Tips', 'Education_Sample_Payload', 'Voice skills in Teams Funnel', 'MSAI Cognition H2 OKRs', 'OM onboard', 'Cortana UWP app - skill readiness', 'GRC Review Office Hours Sign-Up Sheet', 'CitadelProposal', 'COGS'], 'UserFileNameKeyPhrases': ['test cases', 'test cases report', 'testcasesreport', 'cases report', 'cases', 'cases report week', 'test report week', 'test cases week', 'cases week', 'test week', 'cortana teams', 'report week', 'test report', 'set up cortana', 'set cortana', 'ios', 'commute', 'os', 'core skills', 'core skills extras']}	NegativeCrossDomainMatch
message everyone on the previous meeting that i won't attend tuesday meeting.	COMMUNICATION	send_text_meeting	message everyone on the <order_ref>previous</order_ref> meeting that <message>send the Weekly Whole Page and Answers Ship Meeting</message>	{'UserFileNames': ['AI 365 30 January 2020', 'D365OKRs', 'Windows On Call Rotation Current Year', '01-30-2020 Knowledge Bot - Full', 'Highlights extraction from meeting transcript - Jan 2020', '2019-11 MSAI IL Research - Task Modeling Overview with Nitin', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'SubstrateSearchService', 'IC3 Playbook', 'Web relevance shiproom', 'QF Weekly Flight Review - Current', 'Overview_AzureCompliance_Tracker_Current', 'Core Relevance Ship Room[Current]', '6-Feb-2019-FY19 MW CEE_MW Community Call', 'Weekly Whole Page and Answers Ship Meeting', 'DRI', 'pdp-core dev stuff', 'Rajesh_Jan2020_MPR_DemoScript_finaldraft', 'Cortana_Assistance_RajeshMPR_Jan2020_Deck', 'CDS Marketing Activity List w POE - updated 6_28'], 'UserFileNameKeyPhrases': ['shiproom', 'cortana teams', 'msai', 'fy20', 'cortana in teams', 'voice skills', 'voice', 'deprecation', 'wave 1', 'q2', 'ai', 'skills test', 'israel', 'communication collaboration post', 'communication and collaboration', 'collaboration and communication', 'communication collaboration', 'deprecation plan cortana', 'collaboration post wave', 'communication and post']}	NegativeCrossDomainMatch
send a note to my current meeting that where is the file Heads-up email - general suggested tasks  - DSAT (2).	COMMUNICATION	send_text_meeting	send a note to my <time>current</time> meeting that <message>where is the file Heads-up email - general suggested tasks  - DSAT (2)</message>	{'UserFileNames': ['AI 365 30 January 2020', 'D365OKRs', 'Windows On Call Rotation Current Year', '01-30-2020 Knowledge Bot - Full', 'Highlights extraction from meeting transcript - Jan 2020', '2019-11 MSAI IL Research - Task Modeling Overview with Nitin', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'SubstrateSearchService', 'IC3 Playbook', 'Web relevance shiproom', 'QF Weekly Flight Review - Current', 'Overview_AzureCompliance_Tracker_Current', 'Core Relevance Ship Room[Current]', '6-Feb-2019-FY19 MW CEE_MW Community Call', 'Weekly Whole Page and Answers Ship Meeting', 'DRI', 'pdp-core dev stuff', 'Rajesh_Jan2020_MPR_DemoScript_finaldraft', 'Cortana_Assistance_RajeshMPR_Jan2020_Deck', 'Heads-up email - general suggested tasks  - DSAT (2)'], 'UserFileNameKeyPhrases': ['shiproom', 'cortana teams', 'msai', 'fy20', 'cortana in teams', 'voice skills', 'voice', 'deprecation', 'wave 1', 'q2', 'ai', 'skills test', 'israel', 'communication collaboration post', 'communication and collaboration', 'collaboration and communication', 'communication collaboration', 'deprecation plan cortana', 'collaboration post wave', 'communication and post']}	NegativeCrossDomainMatch
send a note to my current meeting that We need to sync up on Lift Pres - January 20 - Tel Aviv Edition.	COMMUNICATION	send_text_meeting	send a note to my <time>current</time> meeting that <message>We need to sync up on Lift Pres - January 20 - Tel Aviv Edition</message>	{'UserFileNames': ['AI 365 30 January 2020', 'Multiple Range Queries Support in MDM', 'Embedded Intelligence Checkpoint (Jan 2020)', 'M365 Search - 3S Instrumentation - Client Contracts', 'Compliant AI in M365 - Rajesh Review - 01-24-2020', 'Kingston-WorkingDeck', 'REST Shiproom - Impacting Issues', 'FY21 Substrate Budget Planning', 'GRC Review Office Hours Sign-Up Sheet', '01-30-2020 Knowledge Bot - Full', 'Automatic Meeting Agenda (and Notes) Generation', '201907_OutlookMeetingIntelligenceUpdate', 'Lift Pres - January 20 - Tel Aviv Edition', 'Cortana UWP app - skill readiness', 'Manganese-Search', 'D365OKRs', 'cortana high level design', '202001_MeetingIntelligenge_Overview', 'Outlook Mobile SERP Migration', 'MLADS2019Link'], 'UserFileNameKeyPhrases': ['core skills', 'kingston core skills', 'core skills testing', 'kingston skills', 'kingston device', 'set up cortana', 'kingston core', 'core testing', 'set cortana', 'commute', 'skills testing', 'ios', 'kingston device skills', 'device skills testing', 'kingston device core', 'device core testing', 'device core skills', 'ios commute pass', 'os commute pass', 'device skills']}	NegativeCrossDomainMatch
send a note to my current meeting that where is the file Scrum.	COMMUNICATION	send_text_meeting	send a note to my <time>current</time> meeting that <message>where is the file Scrum</message>	{'UserFileNames': ['Meeting Notes', 'Teams voice', 'Scrum', 'GRC Review Office Hours Sign-Up Sheet', 'Voice Skills BVT - basic test cases', 'OneNote_DeletedPages', 'Centralized Dashboard', "Steve's Team", 'Cortana in Teams FAQ', 'Cortana in Teams R2 Weekly Shiproom', 'M365 Search - 3S Instrumentation - Client Contracts', 'PELS Shiproom', 'CalendarWorkingDocument_0113_draft', 'Yubikey requests', 'Planning', 'Drive Completion Rate for GA', 'IcM PowerBI Base Query', 'Old - S+A Assistant Resourcing Map', 'S+A H2 Planning', 'Consolidate_Schema'], 'UserFileNameKeyPhrases': ['shiproom', 'fy20', 'outlook mobile', 'perf', 'cortana in teams', 'cortana teams', 'msai', 'checkpoint', 'mobile quarterly checkpoint', 'quarterly plan checkpoint', 'outlook mobile quarterly', 'assistant outlook mobile', 'outlook quarterly plan', 'mobile plan checkpoint', 'mobile quarterly plan', 'assistant and search', 'quarterly checkpoint', 'assistant in outlook', 'search and assistant', 'outlook mobile plan']}	NegativeCrossDomainMatch
inform my 3:00 pm meeting that We need to sync up on Assistive Sidecar Experiences_Research insights.	COMMUNICATION	send_text_meeting	inform my <time>3:00 pm</time> meeting that <message>We need to sync up on Assistive Sidecar Experiences_Research insights</message>	{'UserFileNames': ['Drive VST Reach & Retention via Data', 'Globalization-Jan 2020 Update', 'Build Substrate Intelligence with Scale', 'Name-Resolution-UX-Improvements', 'Suggested replies with file - Jan 2020 Update', 'Spring2020-MLADS-Reviewers', 'Cortana in Teams R2 Weekly Shiproom', 'COGS and Latency', 'VoiceDesignBrownBag.1.28.20', 'Assistive Sidecar Experiences_Research insights', 'fy20okr', 'Substrate Perf Shiproom - 2020-1-22', 'Read Act Compose Framing', '2020_01_SmartComposeMonthlyReview', 'Teams Instrumentation Events Breakdown', 'TaskExtractiononTeams', 'Jan Review', 'AI 365 30 January 2020', 'Teams Navigation Skills - Dialog Design', 'Cortana in Teams R2 Weekly Shiproom 1-22'], 'UserFileNameKeyPhrases': ['test cases', 'test cases report', 'testcasesreport', 'set up cortana', 'cortana teams', 'cases report', 'set cortana', 'msai', 'cases', 'ios', 'commute', 'os', 'core skills extras', 'skills and extras', 'extras and skills', 'ios commute pass', 'os commute pass', 'core and extras', 'skills extras', 'commute pass']}	NegativeCrossDomainMatch
inform my 3:00 pm meeting that share the file Sustained Engineering Newsletter 2-3 with John.	COMMUNICATION	send_text_meeting	inform my <time>3:00 pm</time> meeting that <message>share the file Sustained Engineering Newsletter 2-3 with John</message>	{'UserFileNames': ['Globalization-Jan 2020 Update', 'Extended logging support for MSFT employees', '202001_WorkingSession_RoleOfAIInEffectiveMeetings', 'S+A OM focused Shiproom 01282020', 'Smart Reply Android R1 Release', 'Smart Reply in Teams _ Status', 'Sustained Engineering Newsletter 2-3', 'SE-Shiproom', 'Weekly status owner shifts', 'Completion Rate Analysis', 'Conversation count by Cortana Response', 'Cortana Israel - Action Item extraction - Shiproom', 'Team 1st', 'FHL-Fix', 'Tal Dangur', 'Microsoft Teams Customer Pitch Deck', 'Highlights extraction from meeting transcript - Jan 2020', 'Suggested replies with file - Jan 2020 Update', 'Present the deck and Smart Navigation spec review', 'FY20-Q2-OKRs'], 'UserFileNameKeyPhrases': ['shiproom', 'outlook mobile', 'perf', 'fy20', 'search instrumentation', 'om focused shiproom', 'cortana in teams', 'focused shiproom', 'cortana teams', 'om shiproom', 'om focused', 'msai', 'skill', 'omc', 'checkpoint', 'instrumentation', 'focused', 'mobile search instrumentation', 'mobile quarterly checkpoint', 'quarterly plan checkpoint']}	NegativeCrossDomainMatch
inform my 3:00 pm meeting that We need to sync up on [Dev spec]Teams Mobile Search Baseline Instrumentation.	COMMUNICATION	send_text_meeting	inform my <time>3:00 pm</time> meeting that <message>We need to sync up on [Dev spec]Teams Mobile Search Baseline Instrumentation</message>	{'UserFileNames': ['Extended logging support for MSFT employees', 'Cortana on Windows - Scorecard draft', 'PerfStatusUpdates', "Steve's Team", 'Cortana in Teams R2 Weekly Shiproom', 'Tasks Skill = Answer', '[Dev spec]Teams Mobile Search Baseline Instrumentation', 'AI+R Scorecard', 'Cortana Deprecations Tracker', 'SA_SMFramework', 'MSAI Incubation List', 'OMC feedback_UX 1911', 'Microsoft Search User Job Framework', 'Read Specific Emails', 'Cortana in Teams FAQ', 'M365 Search - 3S Instrumentation - Client Contracts', 'MSAIRQList', 'CalendarWorkingDocument_0113_draft', 'Readability in PME', 'FY19 - Bing Maps By Area - Q2 Planning Checkpoint+Tuning Review 2'], 'UserFileNameKeyPhrases': ['test cases', 'test cases report', 'testcasesreport', 'cases report', 'cases', 'cases report week', 'test report week', 'test cases week', 'cases week', 'test week', 'cortana teams', 'report week', 'test report', 'set up cortana', 'set cortana', 'ios', 'commute', 'os', 'core skills', 'core skills extras']}	NegativeCrossDomainMatch
hey cortana send send the XAP to nick cruise.	COMMUNICATION	send_text	hey cortana send <message>send the XAP</message> to <contact_name>nick cruise</contact_name>	{'UserFileNames': ['Monthly Suzhou team report', 'Cortana UWP app - skill readiness', 'Enteprise QF', 'XAP', 'MSAI Universal Search and Recommendations', 'M365 Search - 3S Instrumentation - Client Contracts', 'Metrics + Signals + Data - FY20 Q3 OKRs', 'GroupsvNextShipRoom_20200130', 'Email Triage Science Update 2020.01.30', 'Substrate Groups Provisioning Latency Reduction', 'Analysis and Data', 'Universal Search + Assistant - FY20 Q3 Backlog', 'S+A OM focused Shiproom 01282020', 'Greenland 2.1 L1 DocData Features', 'Consumer Group', 'Cortana on Windows Vibranium International Plan', 'Group schedule', 'Assistant Roadmap Sync', 'Cortana Deprecations Tracker', 'Calendar Skill - Transition Plan'], 'UserFileNameKeyPhrases': ['shiproom', 'msai', 'fy20', 'perf', 'om focused shiproom', 'focused shiproom', 'om shiproom', 'om focused', 'substrate', 'omc', 'substrate perf shiproom', 'substrate shiproom', 'substrate perf', 'perf shiproom', 'fy20 q3', 'focused', 'feedback', 'emails', 'redirection service guide', 'substrate shiproom 2020']}	NegativeCrossDomainMatch
hey cortana send share the file Team T-Shirt size with John to nick cruise.	COMMUNICATION	send_text	hey cortana send <message>share the file Team T-Shirt size with John</message> to <contact_name>nick cruise</contact_name>	{'UserFileNames': ['Voice Skills BVT - basic test cases', 'Sprint Status', 'Mobile Clients_DefaultNotes', 'Dev Monthly Plan', 'Teams Insight', 'Cortana in Teams - Contact Resolution in Communication Skills', '202001_SubstrateIntelligenceWorkingSession_RoleOfAIInEffectiveMeetings', 'Extended logging support for MSFT employees', 'Growth - OneNote', 'Mobile Clients - Release Tracking', 'Search_backlog', 'Rooms and Devices - Engineering', 'Substrate Partner Discussion with Teams_01_13_2020', 'M365 Search - 3S Instrumentation - Client Contracts', 'Rooms and Devices_Notes', 'DRI', '01-30-2020 Knowledge Bot - Full', 'S+A OM focused Shiproom 01282020', 'Name-Resolution-UX-Improvements', 'Team T-Shirt size'], 'UserFileNameKeyPhrases': ['core skills', 'kingston core skills', 'core skills testing', 'kingston skills', 'set up cortana', 'kingston core', 'core testing', 'set cortana', 'commute', 'skills testing', 'ios', 'kingston device skills', 'device skills testing', 'kingston device core', 'device core testing', 'device core skills', 'ios commute pass', 'kingston device', 'os commute pass', 'device skills']}	NegativeCrossDomainMatch
hey cortana send send the Compliance status for 3S features to nick cruise.	COMMUNICATION	send_text	hey cortana send <message>send the Compliance status for 3S features</message> to <contact_name>nick cruise</contact_name>	{'UserFileNames': ['XAP', 'Search UX FY20', 'Manganese-Search', 'People Also Ask', 'DRI', 'Universal Search + Assistant - FY20 Q3 Backlog', 'General', 'Dev Monthly Plan', 'Microsoft Search Feature Review Schedule & Agenda', 'Vendor Allocation', 'iOS Commute Pass Gmail', 'iOS Core Skills + Extras', 'Android Core skills+Extras', 'Cortana UWP app - skill readiness', 'Voice Skills BVT Manual Test Cases (Core)', 'Compliance status for 3S features', 'MSA and AAD Report1', 'Kingston-Device 2-BVT', 'Cortana in Teams R2 Weekly Shiproom', 'KWS Manual Testing'], 'UserFileNameKeyPhrases': ['msai', 'perf', 'okrs', 'q3', 'cortana in teams', 'cortana teams', 'shiproom', 'q2 q3', 'rajesh', 'q2', 'substrate', 'voice skills manual', 'skills manual test', 'cortana on windows', 'knowledge mining', 'cortana windows', 'rajesh jan 2020', 'perf contracts', 'fy21 planning', 'voice manual']}	NegativeCrossDomainMatch
sent message to nick that share the file The day after - R2 Prep with John.	COMMUNICATION	send_text	sent message to <contact_name>nick</contact_name> that <message>share the file The day after - R2 Prep with John</message>	{'UserFileNames': ['PeopleSearchInTeams', 'Communication and Collaboration - Post Wave 1', 'Cortana UWP app - skill readiness', '2019-11 MSAI IL Research - Task Modeling Overview with Nitin', '01-30-2020 Knowledge Bot - Full', 'Task Assistance Q3-OKR', 'STCI MSAI Shiproom - Current', 'Substrate Partner Discussion with Teams_01_13_2020', 'Spring2020-MLADS-Reviewers', 'Highlights extraction from meeting transcript - Jan 2020', 'The day after - R2 Prep', 'Cosmos Convergence Subs', 'AI 365 30 January 2020', 'Embedded Intelligence Checkpoint (Jan 2020)', 'Argus Models for Microsoft Jan  2020', 'Voice Skills BVT Manual Test Cases (Core)', 'Kingston-WorkingDeck', 'Principal Briefing FINAL Posted Jan 23 2020', 'Cortana in Teams - Working Session - 2020-01-20', 'Kingston_31July_Review'], 'UserFileNameKeyPhrases': ['cortana teams', 'cortana on windows', 'cortana in teams', 'cortana windows', 'voice skills', 'shiproom', 'msai', 'voice', 'communication and collaboration', 'collaboration and communication', 'communication collaboration', 'working session', 'smart in teams', 'smart teams', 'teams 2020', 'rajesh', 'wave 1', 'weekly', 'omc', 'h2']}	NegativeCrossDomainMatch
