ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Frequency	CortanaResponse
177874930	0		user	mum and dad photos	FILES	file_search	<file_keyword> mum and dad </file_keyword> <file_type> photos </file_type>	[]		1	
177874931	0		user	balavoine microsoft powerpoint.	FILES	file_search	<file_keyword> balavoine </file_keyword> <file_type> microsoft powerpoint </file_type> .	[]		1	
177874932	0		user	wedding payment spreadsheet	FILES	file_search	<file_keyword> wedding payment </file_keyword> <file_type> spreadsheet </file_type>	[]		1	
177874933	0		user	promissory note	FILES	file_search	<file_keyword> promissory </file_keyword> <file_type> note </file_type>	[]		1	
177874934	0		user	company powerpoint presentation examples	FILES	file_search	<file_keyword> company </file_keyword> <file_type> powerpoint presentation </file_type> <file_keyword> examples </file_keyword>	[]		1	
177874935	0		user	wall paper note	FILES	file_search	<file_keyword> wall paper </file_keyword> <file_type> note </file_type>	[]		1	
177874936	0		user	tux fitting docs by tuiz boci	FILES	file_search	<file_keyword> tux fitting </file_keyword> <file_type> docs </file_type> by <contact_name> tuiz boci </contact_name>	[]		1	
177874937	0		user	current work presentation	FILES	file_search	<file_keyword> current work </file_keyword> <file_type> presentation </file_type>	[]		1	
177874938	0		user	sunday school notes	FILES	file_search	<file_keyword> sunday school </file_keyword> <file_type> notes </file_type>	[]		1	
177874939	0		user	master password vss by moddel bieghler mali?ski	FILES	file_search	<file_keyword> master password </file_keyword> <file_type> vss </file_type> by <contact_name> moddel bieghler mali?ski </contact_name>	[]		1	
177874940	0		user	buy more windshield wiper fluid and put it in the honda jpg by mekss	FILES	file_search	<file_keyword> buy more windshield wiper fluid and put it in the honda </file_keyword> <file_type> jpg </file_type> by <contact_name> mekss </contact_name>	[]		1	
177874941	0		user	Birthday party slides	FILES	file_search	<file_keyword> Birthday party </file_keyword> <file_type> slides </file_type>	[]		1	
177874942	0		user	dentist appointment for my daughter vstm	FILES	file_search	<file_keyword> dentist appointment for my daughter </file_keyword> <file_type> vstm </file_type>	[]		1	
177874943	0		user	investment excel	FILES	file_search	<file_keyword> investment </file_keyword> <file_type> excel </file_type>	[]		1	
177874944	0		user	Baby doc.	FILES	file_search	<file_keyword> baby </file_keyword> <file_type> doc </file_type> .	[]		1	
177874945	0		user	accounting excel file	FILES	file_search	<file_keyword> accounting </file_keyword> <file_type> excel </file_type> file	[]		1	
177874946	0		user	mes docum	FILES	file_search	<file_keyword> mes </file_keyword> <file_type> docum </file_type>	[]		1	
177874947	0		user	Leaf science project presentation	FILES	file_search	<file_keyword> Leaf science project </file_keyword> <file_type> presentation </file_type>	[]		1	
177874948	0		user	sms 2230 datasheet	FILES	file_search	<file_keyword> sms 2230 </file_keyword> <file_type> datasheet </file_type>	[]		1	
177874949	0		user	arthropods spreadsheets	FILES	file_search	<file_keyword> arthropods </file_keyword> <file_type> spreadsheets </file_type>	[]		1	
177874950	0		user	football pictures please	FILES	file_search	<file_keyword> football </file_keyword> <file_type> pictures </file_type> please	[]		1	
177874951	0		user	cam reconciliation spreadsheet	FILES	file_search	<file_keyword> cam reconciliation </file_keyword> <file_type> spreadsheet </file_type>	[]		1	
177874952	0		user	poetry slideshow	FILES	file_search	<file_keyword> poetry </file_keyword> <file_type> slideshow </file_type>	[]		1	
177874953	0		user	company powerpoint presentation examples	FILES	file_search	<file_keyword> company </file_keyword> <file_type> powerpoint presentation </file_type> <file_keyword> examples </file_keyword>	[]		1	
177874954	0		user	budgeting worksheets	FILES	file_search	<file_keyword> budgeting </file_keyword> <file_type> worksheets </file_type>	[]		1	
177874955	0		user	office fix Docx by hatsuoki bailado goett	FILES	file_search	<file_keyword> office fix </file_keyword> <file_type> Docx </file_type> by <contact_name> hatsuoki bailado goett </contact_name>	[]		1	
177874956	0		user	capslock indicator txt	FILES	file_search	<file_keyword> capslock indicator </file_keyword> <file_type> txt </file_type>	[]		1	
177874957	0		user	meeting notes list all	FILES	file_search	<file_keyword> meeting </file_keyword> <file_type> notes </file_type> list all	[]		1	
177874958	0		user	party note edit	FILES	file_search	<file_keyword> party </file_keyword> <file_type> note </file_type> edit	[]		1	
177874959	0		user	cell bio notes	FILES	file_search	<file_keyword> cell bio </file_keyword> <file_type> notes </file_type>	[]		1	
177874960	0		user	money slide show go	FILES	file_search	<file_keyword> money </file_keyword> <file_type> slide show </file_type> go	[]		1	
177874961	0		user	computer graphics ppt	FILES	file_search	<file_keyword> computer graphics </file_keyword> <file_type> ppt </file_type>	[]		1	
177874962	0		user	catfish excel	FILES	file_search	<file_keyword> catfish </file_keyword> <file_type> excel </file_type>	[]		1	
177874963	0		user	investment excel d	FILES	file_search	<file_keyword> investment </file_keyword> <file_type> excel </file_type> d	[]		1	
177874964	0		user	Pitch list excel doc	FILES	file_search	<file_keyword> Pitch list </file_keyword> <file_type> excel doc </file_type>	[]		1	
177874965	0		user	insulin appoinment vss by korte	FILES	file_search	<file_keyword> insulin appoinment </file_keyword> <file_type> vss </file_type> by <contact_name> korte </contact_name>	[]		1	
177874966	0		user	Florida trip pictures	FILES	file_search	<file_keyword> Florida trip </file_keyword> <file_type> pictures </file_type>	[]		1	
177874967	0		user	staples ministry powerpoint	FILES	file_search	<file_keyword> staples ministry </file_keyword> <file_type> powerpoint </file_type>	[]		1	
177874968	0		user	xmas two thousand and fifteen photos	FILES	file_search	<file_keyword> xmas two thousand and fifteen </file_keyword> <file_type> photos </file_type>	[]		1	
177874969	0		user	grocery shopping notes	FILES	file_search	<file_keyword> grocery shopping </file_keyword> <file_type> notes </file_type>	[]		1	
177874970	0		user	Personal notes	FILES	file_search	<file_keyword> personal </file_keyword> <file_type> notes </file_type>	[]		1	
177874971	0		user	transparent slide	FILES	file_search	<file_keyword> transparent </file_keyword> <file_type> slide </file_type>	[]		1	
177874972	0		user	s note	FILES	file_search	<file_keyword> s </file_keyword> <file_type> note </file_type>	[]		1	
177874973	0		user	88 notes	FILES	file_search	<file_keyword> 88 </file_keyword> <file_type> notes </file_type>	[]		1	
177874974	0		user	monthly spending spreadsheet	FILES	file_search	<file_keyword> monthly spending </file_keyword> <file_type> spreadsheet </file_type>	[]		1	
177874975	0		user	computer graphics ppt	FILES	file_search	<file_keyword> computer graphics </file_keyword> <file_type> ppt </file_type>	[]		1	
177874976	0		user	emily a phone conference msg	FILES	file_search	<file_keyword> emily a phone conference </file_keyword> <file_type> msg </file_type>	[]		1	
177874977	0		user	Basketball specs from October docs please,	FILES	file_search	<file_keyword> Basketball specs </file_keyword> from <file_keyword> October </file_keyword> <file_type> docs </file_type> please,	[]		1	
177874978	0		user	Husky slide show	FILES	file_search	<file_keyword> Husky </file_keyword> <file_type> slide show </file_type>	[]		1	
177874979	0		user	sales notes template	FILES	file_search	<file_keyword> sales </file_keyword> <file_type> notes template </file_type>	[]		1	
177874980	0		user	account photos	FILES	file_search	<file_keyword> account </file_keyword> <file_type> photos </file_type>	[]		1	
177874981	0		user	Algebra notes i saved after September 9th	FILES	file_search	<file_keyword> Algebra </file_keyword> <file_type> notes </file_type> <contact_name> i </contact_name> <file_action> saved </file_action> after <date> September 9th </date>	[]		1	
177874982	0		user	sms 2230 datasheet	FILES	file_search	<file_keyword> sms 2230 </file_keyword> <file_type> datasheet </file_type>	[]		1	
177874983	0		user	investing for beginners powerpoint	FILES	file_search	<file_keyword> investing for beginners </file_keyword> <file_type> powerpoint </file_type>	[]		1	
177874984	0		user	web notes	FILES	file_search	<file_keyword> web </file_keyword> <file_type> notes </file_type>	[]		1	
177874985	0		user	investment excel	FILES	file_search	<file_keyword> investment </file_keyword> <file_type> excel </file_type>	[]		1	
177874986	0		user	opwdd forms	FILES	file_search	<file_keyword> opwdd </file_keyword> <file_type> forms </file_type>	[]		1	
177874987	0		user	selection procedures pdf and brian	FILES	file_search	<file_keyword> selection procedures </file_keyword> <file_type> pdf </file_type> and <file_keyword> brian </file_keyword>	[]		1	
177874988	0		user	calendar notes	FILES	file_search	<file_keyword> calendar </file_keyword> <file_type> notes </file_type>	[]		1	
177874989	0		user	annotated notes	FILES	file_search	<file_keyword> annotated </file_keyword> <file_type> notes </file_type>	[]		1	
177874990	0		user	shawn to find dress for graduation vstm by hestor myotogi tuiz krahfuss	FILES	file_search	<file_keyword> shawn to find dress for graduation </file_keyword> <file_type> vstm </file_type> by <contact_name> hestor myotogi tuiz krahfuss </contact_name>	[]		1	
177874991	0		user	Personal notes	FILES	file_search	<file_keyword> personal </file_keyword> <file_type> notes </file_type>	[]		1	
177874992	0		user	groceries onenote	FILES	file_search	<file_keyword> groceries </file_keyword> <file_type> onenote </file_type>	[]		1	
177874993	0		user	Rust docs.	FILES	file_search	<file_keyword> rust </file_keyword> <file_type> docs </file_type> .	[]		1	
177874994	0		user	investment excel dox	FILES	file_search	<file_keyword> investment </file_keyword> <file_type> excel </file_type> dox	[]		1	
177874995	0		user	PROCEDURES ONENOTE	FILES	file_search	<file_keyword> PROCEDURES </file_keyword> <file_type> onenote </file_type>	[]		1	
177874996	0		user	itemized deduction worksheet	FILES	file_search	<file_keyword> itemized deduction </file_keyword> <file_type> worksheet </file_type>	[]		1	
177874997	0		user	testing notes	FILES	file_search	<file_keyword> testing </file_keyword> <file_type> notes </file_type>	[]		1	
177874998	0		user	investment excel d	FILES	file_search	<file_keyword> investment </file_keyword> <file_type> excel </file_type> d	[]		1	
177874999	0		user	blank word document	FILES	file_search	<file_keyword> blank </file_keyword> <file_type> word </file_type>document	[]		1	
177875000	0		user	bucklambrewer history logo i think it's in pictures	FILES	file_search	<file_keyword> bucklambrewer history </file_keyword> <file_type> logo </file_type> i think it's in <data_source> pictures </data_source>	[]		1	
177875001	0		user	bucklambrewer history logo i think it's in pictures	FILES	file_search	<file_keyword> bucklambrewer history </file_keyword> <file_type> logo </file_type> i think it's in <data_source> pictures </data_source>	[]		1	
177875002	0		user	family pics	FILES	file_search	<file_keyword> family </file_keyword> <file_type> pics </file_type>	[]		1	
177875003	0		user	harper ' s appointment notes	FILES	file_search	<file_keyword> harper ' s appointment </file_keyword> <file_type> notes </file_type>	[]		1	
177875004	0		user	pees note	FILES	file_search	<file_keyword> pees </file_keyword> <file_type> note </file_type>	[]		1	
177875005	0		user	monthly budget worksheet	FILES	file_search	<file_keyword> monthly budget </file_keyword> <file_type> worksheet </file_type>	[]		1	
177875006	0		user	50/30/20 budget worksheet	FILES	file_search	<file_keyword> 50/30/20 budget </file_keyword> <file_type> worksheet </file_type>	[]		1	
177875007	0		user	Errands note.	FILES	file_search	<file_keyword> errands </file_keyword> <file_type> note </file_type> .	[]		1	
177875008	0		user	in service day vsdx	FILES	file_search	<file_keyword> in service day </file_keyword> <file_type> vsdx </file_type>	[]		1	
177875009	0		user	go work from coffee shop PDF	FILES	file_search	<file_keyword> go work from coffee shop </file_keyword> <file_type> PDF </file_type>	[]		1	
177875010	0		user	car note	FILES	file_search	<file_keyword> car </file_keyword> <file_type> note </file_type>	[]		1	
177875011	0		user	United States photos from last June.	FILES	file_search	<file_keyword> United States </file_keyword> <file_type> photos </file_type> from <date> last June </date> .	[]		1	
177875012	0		user	erb consultation vssm by enaam ardren rothenbühler arnulph	FILES	file_search	<file_keyword> erb consultation </file_keyword> <file_type> vssm </file_type> by <contact_name> enaam ardren rothenbühler arnulph </contact_name>	[]		1	
177875013	0		user	Math page docs I have from October31st.	FILES	file_search	<file_keyword> Math page </file_keyword> <file_type> docs </file_type> <contact_name> I </contact_name> have from <date> October31st </date> .	[]		1	
177875014	0		user	cute jpg by lillburn odian kitchenman	FILES	file_search	<file_keyword> cute </file_keyword> <file_type> jpg </file_type> by <contact_name> lillburn odian kitchenman </contact_name>	[]		1	
177875015	0		user	presentaciones power point	FILES	file_search	<file_keyword> presentaciones </file_keyword> <file_type> power point </file_type>	[]		1	
177875016	0		user	computer networking notes	FILES	file_search	<file_keyword> computer networking </file_keyword> <file_type> notes </file_type>	[]		1	
177875017	0		user	investment excel documen	FILES	file_search	<file_keyword> investment </file_keyword> <file_type> excel documen </file_type>	[]		1	
177875018	0		user	Quarterly budget docs saved after February 2nd	FILES	file_search	<file_keyword> Quarterly budget </file_keyword> <file_type> docs </file_type> <file_action> saved </file_action> <date> after February 2nd </date>	[]		1	
177875019	0		user	Baby doc.	FILES	file_search	<file_keyword> baby </file_keyword> <file_type> doc </file_type> .	[]		1	
177875020	0		user	naked pictures of mine	FILES	file_search	<file_keyword> naked </file_keyword> <file_type> pictures </file_type> of mine	[]		1	
177875021	0		user	attacks and examination OneNote by chung-to	FILES	file_search	<file_keyword> attacks and examination </file_keyword> <file_type> OneNote </file_type> by <contact_name> chung-to </contact_name>	[]		1	
177875022	0		user	vacation slides	FILES	file_search	<file_keyword> vacation </file_keyword> <file_type> slides </file_type>	[]		1	
177875023	0		user	viso diagram notebooks	FILES	file_search	<file_keyword> viso diagram </file_keyword> <file_type> notebooks </file_type>	[]		1	
177875024	0		user	cables onenote	FILES	file_search	<file_keyword> cables </file_keyword> <file_type> onenote </file_type>	[]		1	
177875025	0		user	investment excel docum	FILES	file_search	<file_keyword> investment </file_keyword> <file_type> excel </file_type> docum	[]		1	
177875026	0		user	unit one discussion 2 pptx	FILES	file_search	<file_keyword> unit one discussion 2 </file_keyword> <file_type> pptx </file_type>	[]		1	
177875027	0		user	PROCEDURES ONENOTE	FILES	file_search	<file_keyword> PROCEDURES </file_keyword> <file_type> onenote </file_type>	[]		1	
177875028	0		user	appointment notes	FILES	file_search	<file_keyword> appointment </file_keyword> <file_type> notes </file_type>	[]		1	
177875029	0		user	party notes.	FILES	file_search	<file_keyword> party </file_keyword> <file_type> notes </file_type> .	[]		1	
177875030	0		user	wedding photos	FILES	file_search	<file_keyword> wedding </file_keyword> <file_type> photos </file_type>	[]		1	
177875031	0		user	team lead meeting slides	FILES	file_search	<file_keyword> team lead meeting </file_keyword> <file_type> slides </file_type>	[]		1	
177875032	0		user	vacation notes please bring them up	FILES	file_search	<file_keyword> vacation </file_keyword> <file_type> notes </file_type> please bring them up	[]		1	
177875033	0		user	heroes reborn start Docx	FILES	file_search	<file_keyword> heroes reborn start </file_keyword> <file_type> Docx </file_type>	[]		1	
177875034	0		user	expiring pdf files	FILES	file_search	<file_keyword> expiring </file_keyword> <file_type> pdf </file_type> files	[]		1	
177875035	0		user	promissory note	FILES	file_search	<file_keyword> promissory </file_keyword> <file_type> note </file_type>	[]		1	
177875036	0		user	workout mpp by kailash kondewa	FILES	file_search	<file_keyword> workout </file_keyword> <file_type> mpp </file_type> by <contact_name> kailash kondewa </contact_name>	[]		1	
177875037	0		user	budgeting worksheets	FILES	file_search	<file_keyword> budgeting </file_keyword> <file_type> worksheets </file_type>	[]		1	
177875038	0		user	windows 10 meeting gif	FILES	file_search	<file_keyword> windows 10 meeting </file_keyword> <file_type> gif </file_type>	[]		1	
177875039	0		user	space drama deck by dellolmo	FILES	file_search	<file_keyword> space drama </file_keyword> <file_type> deck </file_type> by <contact_name> dellolmo </contact_name>	[]		1	
177875040	0		user	christian hymns pdf	FILES	file_search	<file_keyword> christian hymns </file_keyword> <file_type> pdf </file_type>	[]		1	
177875041	0		user	canon rar file	FILES	file_search	<file_keyword> canon </file_keyword> <file_type> rar </file_type> file	[]		1	
177875042	0		user	voice note	FILES	file_search	<file_keyword> voice </file_keyword> <file_type> note </file_type>	[]		1	
177875043	0		user	Party notes.	FILES	file_search	<file_keyword> party </file_keyword> <file_type> notes </file_type> .	[]		1	
177875044	0		user	wedding photos	FILES	file_search	<file_keyword> wedding </file_keyword> <file_type> photos </file_type>	[]		1	
177875045	0		user	virtualization basics powerpoint	FILES	file_search	<file_keyword> virtualization basics </file_keyword> <file_type> powerpoint </file_type>	[]		1	
177875046	0		user	thirty three windshield notes	FILES	file_search	<file_keyword> thirty three windshield </file_keyword> <file_type> notes </file_type>	[]		1	
177875047	0		user	Golf Photos with Beth, Meg and Geri.	FILES	file_search	<file_keyword> Golf </file_keyword> <file_type> Photos </file_type> with <file_keyword> Beth, Meg and Geri </file_keyword> .	[]		1	
177875048	0		user	diet notes	FILES	file_search	<file_keyword> diet </file_keyword> <file_type> notes </file_type>	[]		1	
177875049	0		user	wedding documen	FILES	file_search	<file_keyword> wedding </file_keyword> <file_type> documen </file_type>	[]		1	
177875050	0		user	car companies spreadsheet	FILES	file_search	<file_keyword> car companies </file_keyword> <file_type> spreadsheet </file_type>	[]		1	
177875051	0		user	web notes	FILES	file_search	<file_keyword> web </file_keyword> <file_type> notes </file_type>	[]		1	
177875052	0		user	benjamin's graduation pictures	FILES	file_search	<file_keyword> benjamin's graduation </file_keyword> <file_type> pictures </file_type>	[]		1	
177875053	0		user	spring accounting sheet and Diana	FILES	file_search	<file_keyword> spring accounting </file_keyword> <file_type> sheet </file_type> and <file_keyword> Diana </file_keyword>	[]		1	
177875054	0		user	investment excel	FILES	file_search	<file_keyword> investment </file_keyword> <file_type> excel </file_type>	[]		1	
177875055	0		user	first subject excel	FILES	file_search	<file_keyword> first subject </file_keyword> <file_type> excel </file_type>	[]		1	
177875056	0		user	server notes	FILES	file_search	<file_keyword> server </file_keyword> <file_type> notes </file_type>	[]		1	
177875057	0		user	holiday shopping pptx by marubashi	FILES	file_search	<file_keyword> holiday shopping </file_keyword> <file_type> pptx </file_type> by <contact_name> marubashi </contact_name>	[]		1	
177875058	0		user	rainmeter notes	FILES	file_search	<file_keyword> rainmeter </file_keyword> <file_type> notes </file_type>	[]		1	
177875059	0		user	Grocery store notes, bring them up	FILES	file_search	<file_keyword> grocery store </file_keyword> <file_type> notes </file_type> , bring them up	[]		1	
177875060	0		user	return from winter break worksheet	FILES	file_search	<file_keyword> return from winter break </file_keyword> <file_type> worksheet </file_type>	[]		1	
177875061	0		user	grocery shopping note displayed please.	FILES	file_search	<file_keyword> grocery shopping </file_keyword> <file_type> note </file_type> displayed please .	[]		1	
177875062	0		user	meeting notes list all	FILES	file_search	<file_keyword> meeting </file_keyword> <file_type> notes </file_type> list all	[]		1	
177875063	0		user	start up txt	FILES	file_search	<file_keyword> start up </file_keyword> <file_type> txt </file_type>	[]		1	
177875064	0		user	child care worksheet by perczo lieblichova demontes	FILES	file_search	<file_keyword> child care </file_keyword> <file_type> worksheet </file_type> by <contact_name> perczo lieblichova demontes </contact_name>	[]		1	
177875065	0		user	cornell notes	FILES	file_search	<file_keyword> cornell </file_keyword> <file_type> notes </file_type>	[]		1	
177875066	0		user	pick up steven from practice Docx by jashraj	FILES	file_search	<file_keyword> pick up steven from practice </file_keyword> <file_type> Docx </file_type> by <contact_name> jashraj </contact_name>	[]		1	
177875067	0		user	marine drive residence association council meeting vst by clochez	FILES	file_search	<file_keyword> marine drive residence association council meeting </file_keyword> <file_type> vst </file_type> by <contact_name> clochez </contact_name>	[]		1	
177875068	0		user	Ethan's 5th birthday photos	FILES	file_search	<file_keyword> Ethan's 5th birthday </file_keyword> <file_type> photos </file_type>	[]		1	
177875069	0		user	agenda powerpoint	FILES	file_search	<file_keyword> agenda </file_keyword> <file_type> powerpoint </file_type>	[]		1	
177875070	0		user	crayon notes	FILES	file_search	<file_keyword> crayon </file_keyword> <file_type> notes </file_type>	[]		1	
177875071	0		user	car inspection d m v notes	FILES	file_search	<file_keyword> car inspection d m v </file_keyword> <file_type> notes </file_type>	[]		1	
177875072	0		user	produce vsd	FILES	file_search	<file_keyword> produce </file_keyword> <file_type> vsd </file_type>	[]		1	
177875073	0		user	chiropractic jpegs	FILES	file_search	<file_keyword> chiropractic </file_keyword> <file_type> jpegs </file_type>	[]		1	
177875074	0		user	Party notes.	FILES	file_search	<file_keyword> party </file_keyword> <file_type> notes </file_type> .	[]		1	
177875075	0		user	sludge thickening ppt	FILES	file_search	<file_keyword> sludge thickening </file_keyword> <file_type> ppt </file_type>	[]		1	
177875076	0		user	jordan slides	FILES	file_search	<file_keyword> jordan </file_keyword> <file_type> slides </file_type>	[]		1	
177875077	0		user	info session excels by sabovjev bieghler	FILES	file_search	<file_keyword> info session </file_keyword> <file_type> excels </file_type> by <contact_name> sabovjev bieghler </contact_name>	[]		1	
177875078	0		user	appointment with doctor wensel msg	FILES	file_search	<file_keyword> appointment with doctor wensel </file_keyword> <file_type> msg </file_type>	[]		1	
177875079	0		user	fitbit and log food notes	FILES	file_search	<file_keyword> fitbit and log food </file_keyword> <file_type> notes </file_type>	[]		1	
177875080	0		user	guest that are coming workbook	FILES	file_search	<file_keyword> guest that are coming </file_keyword> <file_type> workbook </file_type>	[]		1	
177875081	0		user	fine arts camp notebook by kuvalayananda alayrangues gacougnolle	FILES	file_search	<file_keyword> fine arts camp </file_keyword> <file_type> notebook </file_type> by <contact_name> kuvalayananda alayrangues gacougnolle </contact_name>	[]		1	
177875082	0		user	Management operation onenote	FILES	file_search	<file_keyword> Management operation </file_keyword> <file_type> onenote </file_type>	[]		1	
177875083	0		user	comparing decimals worksheet	FILES	file_search	<file_keyword> comparing decimals </file_keyword> <file_type> worksheet </file_type>	[]		1	
177875084	0		user	fitbit and log food notes	FILES	file_search	<file_keyword> fitbit and log food </file_keyword> <file_type> notes </file_type>	[]		1	
177875085	0		user	automobile inventory spreadsheet	FILES	file_search	<file_keyword> automobile inventory </file_keyword> <file_type> spreadsheet </file_type>	[]		1	
177875086	0		user	chapter 8 powerpoint.	FILES	file_search	<file_keyword> chapter 8 </file_keyword> <file_type> powerpoint </file_type> .	[]		1	
177875087	0		user	stock take excel by ekerman	FILES	file_search	<file_keyword> stock take </file_keyword> <file_type> excel </file_type> by <contact_name> ekerman </contact_name>	[]		1	
177875088	0		user	reddhub xbf file	FILES	file_search	<file_keyword> reddhub </file_keyword> <file_type> xbf </file_type> file	[]		1	
177875089	0		user	mes documen	FILES	file_search	<file_keyword> mes </file_keyword> <file_type> documen </file_type>	[]		1	
177875090	0		user	ibm notes	FILES	file_search	<file_keyword> ibm </file_keyword> <file_type> notes </file_type>	[]		1	
177875091	0		user	next weeks meeting vdw	FILES	file_search	<file_keyword> next weeks meeting </file_keyword> <file_type> vdw </file_type>	[]		1	
177875092	0		user	Health Powerpoint	FILES	file_search	<file_keyword> Health </file_keyword> <file_type> Powerpoint </file_type>	[]		1	
177875093	0		user	Uryu up doc.	FILES	file_search	<file_keyword> uryu up </file_keyword> <file_type> doc </file_type> .	[]		1	
177875094	0		user	seasons spreadsheet	FILES	file_search	<file_keyword> seasons </file_keyword> <file_type> spreadsheet </file_type>	[]		1	
177875095	0		user	yellowstone photos on my machine	FILES	file_search	<file_keyword> yellowstone </file_keyword> <file_type> photos </file_type> on <contact_name> my </contact_name> <data_source> machine </data_source>	[]		1	
177875096	0		user	meet dad for lunch vcs	FILES	file_search	<file_keyword> meet dad for lunch </file_keyword> <file_type> vcs </file_type>	[]		1	
177875097	0		user	epoche note	FILES	file_search	<file_keyword> epoche </file_keyword> <file_type> note </file_type>	[]		1	
177875098	0		user	reddhub xbf file	FILES	file_search	<file_keyword> reddhub </file_keyword> <file_type> xbf </file_type> file	[]		1	
177875099	0		user	groceries onenote	FILES	file_search	<file_keyword> groceries </file_keyword> <file_type> onenote </file_type>	[]		1	
177875100	0		user	tech notes	FILES	file_search	<file_keyword> tech </file_keyword> <file_type> notes </file_type>	[]		1	
177875101	0		user	comparing decimals worksheet	FILES	file_search	<file_keyword> comparing decimals </file_keyword> <file_type> worksheet </file_type>	[]		1	
177875102	0		user	testing out decks	FILES	file_search	<file_keyword> testing out </file_keyword> <file_type> decks </file_type>	[]		1	
177875103	0		user	chemical warfare spreadsheet	FILES	file_search	<file_keyword> chemical warfare </file_keyword> <file_type> spreadsheet </file_type>	[]		1	
177875104	0		user	um paramount feature presentation	FILES	file_search	<file_keyword> um paramount feature </file_keyword> <file_type> presentation </file_type>	[]		1	
177875105	0		user	presentaciones power point	FILES	file_search	<file_keyword> presentaciones </file_keyword> <file_type> power point </file_type>	[]		1	
177875106	0		user	softball game deck by billaudelle tuiz gilincsek ardren	FILES	file_search	<file_keyword> softball game </file_keyword> <file_type> deck </file_type> by <contact_name> billaudelle tuiz gilincsek ardren </contact_name>	[]		1	
177875107	0		user	investment excel documen	FILES	file_search	<file_keyword> investment </file_keyword> <file_type> excel documen </file_type>	[]		1	
177875108	0		user	google chrome cast powerpoint by nestus ichien theting	FILES	file_search	<file_keyword> google chrome cast </file_keyword> <file_type> powerpoint </file_type> by <contact_name> nestus ichien theting </contact_name>	[]		1	
177875109	0		user	debit note	FILES	file_search	<file_keyword> debit </file_keyword> <file_type> note </file_type>	[]		1	
177875110	0		user	confined space training powerpoint	FILES	file_search	<file_keyword> confined space training </file_keyword> <file_type> powerpoint </file_type>	[]		1	
177875111	0		user	investment excel	FILES	file_search	<file_keyword> investment </file_keyword> <file_type> excel </file_type>	[]		1	
177875112	0		user	resume docs from Ecuador	FILES	file_search	<file_keyword> resume </file_keyword> <file_type> docs </file_type> from <file_keyword> Ecuador </file_keyword>	[]		1	
177875113	0		user	s note	FILES	file_search	<file_keyword> s </file_keyword> <file_type> note </file_type>	[]		1	
177875114	0		user	hey cortana let song in your cortana app	FILES	file_search	<file_keyword> let </file_keyword> <file_type> song </file_type> in your <file_keyword> cortana </file_keyword> <file_type> app </file_type>	[]		1	
177875115	0		user	mi note	FILES	file_search	<file_keyword> mi </file_keyword> <file_type> note </file_type>	[]		1	
177875116	0		user	call pharmacy msg by factora spiriticchio tuiz	FILES	file_search	<file_keyword> call pharmacy </file_keyword> <file_type> msg </file_type> by <contact_name> factora spiriticchio tuiz </contact_name>	[]		1	
177875117	0		user	george notebook	FILES	file_search	<file_keyword> george </file_keyword> <file_type> notebook </file_type>	[]		1	
177875118	0		user	operation onenote	FILES	file_search	<file_keyword> operation </file_keyword> <file_type> onenote </file_type>	[]		1	
177875119	0		user	brian and selection procedures pdf	FILES	file_search	<file_keyword> brian and selection procedures </file_keyword> <file_type> pdf </file_type>	[]		1	
177875120	0		user	Bible reading notes-please find.	FILES	file_search	<file_keyword> bible reading </file_keyword> <file_type> notes </file_type> - please find .	[]		1	
177875121	0		user	fafsa promissory note	FILES	file_search	<file_keyword> fafsa promissory </file_keyword> <file_type> note </file_type>	[]		1	
177875122	0		user	Trip notes please	FILES	file_search	<file_keyword> trip </file_keyword> <file_type> notes </file_type> please	[]		1	
177875123	0		user	front page presentation names hot cakes	FILES	file_search	<file_keyword> front page </file_keyword> <file_type> presentation </file_type> names <file_name> hot cakes </file_name>	[]		1	
177875124	0		user	cc txt	FILES	file_search	<file_keyword> cc </file_keyword> <file_type> txt </file_type>	[]		1	
177875125	0		user	vacation for las vegas Docs by raffalovich królikiewicz dzerzhgovsky bloemecke	FILES	file_search	<file_keyword> vacation for las vegas </file_keyword> <file_type> Docs </file_type> by <contact_name> raffalovich królikiewicz dzerzhgovsky bloemecke </contact_name>	[]		1	
177875126	0		user	present money slide	FILES	file_search	<file_keyword> present money </file_keyword> <file_type> slide </file_type>	[]		1	
177875127	0		user	shirley's ac cleaned vstx	FILES	file_search	<file_keyword> shirley's ac cleaned </file_keyword> <file_type> vstx </file_type>	[]		1	
177875128	0		user	lunch with phil gif by gilincsek brès gacougnolle jomhod	FILES	file_search	<file_keyword> lunch with phil </file_keyword> <file_type> gif </file_type> by <contact_name> gilincsek brès gacougnolle jomhod </contact_name>	[]		1	
177875129	0		user	account spreadsheet	FILES	file_search	<file_keyword> account </file_keyword> <file_type> spreadsheet </file_type>	[]		1	
177875130	0		user	jill ' s wedding notebook by mimune	FILES	file_search	<file_keyword> jill ' s wedding </file_keyword> <file_type> notebook </file_type> by <contact_name> mimune </contact_name>	[]		1	
177875131	0		user	seasons spreadsheet	FILES	file_search	<file_keyword> seasons </file_keyword> <file_type> spreadsheet </file_type>	[]		1	
177875132	0		user	blank word document	FILES	file_search	<file_keyword> blank </file_keyword> <file_type> word </file_type>document	[]		1	
